,name,description,url,start,end,organization_id,created,changed,published,capacity,capacity_is_custom,status,currency,listed,shareable,online_event,tx_time_limit,hide_start_date,hide_end_date,locale,is_locked,privacy_setting,is_series,is_series_parent,inventory_type,is_reserved_seating,show_pick_a_seat,show_seatmap_thumbnail,show_colors_in_seatmap_thumbnail,source,is_free,version,summary,facebook_event_id,logo_id,organizer_id,venue_id,category_id,subcategory_id,format_id,id,resource_uri,is_externally_ticketed,logo,vanity_url,series_id,status_code,error_description,error
167,Rituali di benessere finanziario MATERA.,Un evento di Rame in collaborazione con Alleanza Assicurazioni e con la partecipazione di Adecco,https://www.eventbrite.it/e/rituali-di-benessere-finanziario-matera-tickets-1301926179249,2025-11-21T18:30:00,2025-11-21T20:00:00,958244915803,2025-03-26T12:47:12Z,2025-03-26T12:50:46Z,2025-03-26T12:50:46Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Un evento di Rame in collaborazione con Alleanza Assicurazioni e con la partecipazione di Adecco,,993106683,46920730983,262624573,107,7001,4,1301926179249,https://www.eventbriteapi.com/v3/events/1301926179249/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F993106683%2F958232670683%2F1%2Foriginal.20250326-124912?auto=format%2Ccompress&q=75&sharp=10&s=52bcc00bcb92a8cca549da1424af0534,,,,,
168,ENZO AVITABILE @ Piazza Roma | MONTESCAGLIOSO (MT) - gio. 21/08/2025,Non serve stampare o mostrare alcun biglietto all’ingresso. L’ingresso è libero.,https://www.eventbrite.com/e/biglietti-enzo-avitabile-piazza-roma-montescaglioso-mt-gio-21082025-1446036687659,2025-08-21T21:30:00,2025-08-21T23:30:00,2193827783173,2025-06-30T08:05:53Z,2025-06-30T08:07:09Z,2025-06-30T08:07:09Z,,,live,USD,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Non serve stampare o mostrare alcun biglietto all’ingresso. L’ingresso è libero.,,1063153863,86717924833,276633113,105,5002,6,1446036687659,https://www.eventbriteapi.com/v3/events/1446036687659/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1063153863%2F2193827249463%2F1%2Foriginal.20250630-080359?auto=format%2Ccompress&q=75&sharp=10&s=04286efc824e480be11f78361eb1ee6d,,,,,
169,Silent Reading Painting Party,"Leggere in silenzio, dipingere, rilassarsi. Un’esperienza lenta e collettiva tra archeologia, letteratura e un buon calice di vino.",https://www.eventbrite.it/e/biglietti-silent-reading-painting-party-1475959918849,2025-07-27T19:00:00,2025-07-27T21:30:00,2828715346881,2025-07-09T08:03:24Z,2025-07-11T09:10:39Z,2025-07-09T08:35:59Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,True,,"Leggere in silenzio, dipingere, rilassarsi. Un’esperienza lenta e collettiva tra archeologia, letteratura e un buon calice di vino.",,1069686183,113491088211,277845873,113,13001,11,1475959918849,https://www.eventbriteapi.com/v3/events/1475959918849/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1069686183%2F2828715195831%2F1%2Foriginal.20250709-084844?auto=format%2Ccompress&q=75&sharp=10&s=41d5cc6d054a64ea5f5daa04647d9484,,,,,
170,SLAP- 29 Agoto 2025,"SLAP è l’evento che lancia le startup italiane dal Sud: innovazione, pitch e networking il 29-30 agosto 2025 a Canosa di Puglia.",https://www.eventbrite.com/e/slap-29-agoto-2025-tickets-1400017493009,2025-08-29T09:00:00,2025-08-29T18:30:00,2793948833001,2025-06-05T16:40:56Z,2025-06-05T16:48:42Z,2025-06-05T16:44:27Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"SLAP è l’evento che lancia le startup italiane dal Sud: innovazione, pitch e networking il 29-30 agosto 2025 a Canosa di Puglia.",,1046759473,112256042991,273468973,101,1001,2,1400017493009,https://www.eventbriteapi.com/v3/events/1400017493009/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1046759473%2F2793948692021%2F1%2Foriginal.20250605-164828?auto=format%2Ccompress&q=75&sharp=10&s=1a34b4fbfabc8124dba4afa361e8b83d,,,,,
171,Metti una sera in Uliveto,"Sapori autentici, sorrisi contagiosi ed emozioni indimenticabili si fondono con le eccellenze enogastronomiche della nostra terra.",https://www.eventbrite.it/e/metti-una-sera-in-uliveto-tickets-1440787406919,2025-07-17T20:00:00,2025-07-18T01:00:00,2818365481441,2025-06-27T10:22:35Z,2025-07-04T06:41:18Z,2025-07-01T15:18:32Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Sapori autentici, sorrisi contagiosi ed emozioni indimenticabili si fondono con le eccellenze enogastronomiche della nostra terra.",,1064255893,113114983781,276393463,110,10003,11,1440787406919,https://www.eventbriteapi.com/v3/events/1440787406919/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1064255893%2F2818365380741%2F1%2Foriginal.20250701-144005?auto=format%2Ccompress&q=75&sharp=10&s=7b34cb0e4a60eef1b1dadd888d211526,https://mettiunaserainuliveto.eventbrite.it,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,You do not have permission to access the resource you requested.,NOT_AUTHORIZED
173,TEDxPolicoro 2025 - Ridisegnare il Possibile,Terza edizione dell'evento indipendente TEDxPolicoro.,https://www.eventbrite.com/e/registrazione-tedxpolicoro-2025-ridisegnare-il-possibile-1458473295889,2025-08-30T19:00:00,2025-08-30T23:30:00,1559747213153,2025-07-02T16:35:34Z,2025-07-16T18:40:38Z,2025-07-16T17:09:51Z,,,live,EUR,True,True,False,600.0,False,False,it_IT,False,unlocked,False,False,reserved,True,True,True,True,coyote,False,,Terza edizione dell'evento indipendente TEDxPolicoro.,598674859971464,,66039723613,158248069,113,13001,1,1458473295889,https://www.eventbriteapi.com/v3/events/1458473295889/,False,,https://tedxpolicoro2025.eventbrite.com,,,,
174,Fernando Di Leo Short Film Festival - IV Edizione,"Il Festival del Cinema Breve della Valle dell'Ofanto |
31 luglio e 1-3 agosto 2025 |
San Ferdinando di Puglia",https://www.eventbrite.it/e/fernando-di-leo-short-film-festival-iv-edizione-tickets-1492728584379,2025-07-31T19:00:00,2025-07-31T22:00:00,1665961998303,2025-07-15T17:44:55Z,2025-07-15T18:01:51Z,2025-07-15T18:01:51Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,True,False,limited,False,False,False,False,coyote,True,,"Il Festival del Cinema Breve della Valle dell'Ofanto |
31 luglio e 1-3 agosto 2025 |
San Ferdinando di Puglia",,1073926993,68833473923,165116409,104,4002,7,1492728584379,https://www.eventbriteapi.com/v3/events/1492728584379/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1073926993%2F1665961806973%2F1%2Foriginal.20250715-142816?auto=format%2Ccompress&q=75&sharp=10&s=98eb24f0d2d85c57e96b857ee82cedaf,,1492182139949,,,
175,Frankie Knuckles Tribute - 9th Edition - photo expo a cura di Tommy Totaro,"Join us for the 9th edition of FK FEST - a tribute to the legendary Frankie Knuckles with live music, DJs, and dancing all night long!",https://www.eventbrite.it/e/biglietti-frankie-knuckles-tribute-9th-edition-photo-expo-a-cura-di-tommy-totaro-1330546092179,2025-08-17T19:30:00,2025-08-17T23:30:00,963890399483,2025-04-18T00:30:42Z,2025-07-14T05:30:33Z,2025-04-18T00:30:57Z,,,live,EUR,True,False,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,True,,"Join us for the 9th edition of FK FEST - a tribute to the legendary Frankie Knuckles with live music, DJs, and dancing all night long!",,1072767973,47072133433,278401253,103,3025,6,1330546092179,https://www.eventbriteapi.com/v3/events/1330546092179/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072767973%2F102439279323%2F1%2Foriginal.20250714-050638?auto=format%2Ccompress&q=75&sharp=10&s=f2918ad7c6de5e8a9b63174005300fcb,,,,,
176,SNIM - Salone Nautico di Puglia,"SNIM 2025 - Salone Nautico di Puglia, 9-13 ottobre a Brindisi: imbarcazioni, tech, sport, formazione & innovazione. #SNIM2025",https://www.eventbrite.com/e/snim-salone-nautico-di-puglia-tickets-1244679733589,2025-10-09T10:00:00,2025-10-09T18:00:00,2614753313911,2025-02-10T11:19:20Z,2025-02-10T11:22:35Z,2025-02-10T11:22:34Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,True,False,limited,False,False,False,False,coyote,False,,"SNIM 2025 - Salone Nautico di Puglia, 9-13 ottobre a Brindisi: imbarcazioni, tech, sport, formazione & innovazione. #SNIM2025",,956847033,107142154611,254864653,118,18003,3,1244679733589,https://www.eventbriteapi.com/v3/events/1244679733589/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F956847033%2F2614753183001%2F1%2Foriginal.20250210-110222?auto=format%2Ccompress&q=75&sharp=10&s=5aee6fb35eda281d24e78056917d3bce,,1244677938219,,,
177,Yoga + Sound Bath,Join us for a relaxing session of yoga followed by a soothing sound bath at the seaside to completely unwind and relax.,https://www.eventbrite.nl/e/biglietti-yoga-sound-bath-1490349488439,2025-07-26T19:00:00,2025-07-26T21:30:00,198662872293,2025-07-15T07:24:55Z,2025-07-15T07:41:27Z,2025-07-15T07:29:39Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,True,,Join us for a relaxing session of yoga followed by a soothing sound bath at the seaside to completely unwind and relax.,,1073706723,12662279820,278571473,107,7004,9,1490349488439,https://www.eventbriteapi.com/v3/events/1490349488439/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1073706723%2F198662872293%2F1%2Foriginal.20250715-073732?auto=format%2Ccompress&q=75&sharp=10&s=3522a3cc7f9cbb4cab61c528b5dfcee8,,,,,
178,MILANO CANTAUTORI w/Nicolò Carnesi Special Guest + Open Mic,Evento di musica live dedicato all’universo cantautorale emergente e non - torna in Puglia - in collaborazione con l'Arcibellezza di Milano.,https://www.eventbrite.com/e/biglietti-milano-cantautori-wnicolo-carnesi-special-guest-open-mic-1458595160389,2025-08-18T20:00:00,2025-08-18T23:30:00,2236766263173,2025-07-02T18:29:39Z,2025-07-02T18:35:04Z,2025-07-02T18:32:47Z,,,live,EUR,True,True,False,1200.0,False,True,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Evento di musica live dedicato all’universo cantautorale emergente e non - torna in Puglia - in collaborazione con l'Arcibellezza di Milano.,,1065302213,88554340383,277057953,103,3030,6,1458595160389,https://www.eventbriteapi.com/v3/events/1458595160389/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1065302213%2F2236766243033%2F1%2Foriginal.jpg?auto=format%2Ccompress&q=75&sharp=10&s=4345ddb5e0372b5c48200ed73de80d2a,,,,,
179,ZERO ASSOLUTO @ Piazza G. Delfino | TOLVE (PZ) - dom. 17/08/2025,Non serve stampare o mostrare alcun biglietto all’ingresso. L’ingresso è totalmente libero.,https://www.eventbrite.com/e/biglietti-zero-assoluto-piazza-g-delfino-tolve-pz-dom-17082025-1446097479489,2025-08-17T21:30:00,2025-08-17T23:30:00,2193827783173,2025-06-30T08:09:46Z,2025-06-30T08:11:04Z,2025-06-30T08:11:04Z,,,live,USD,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Non serve stampare o mostrare alcun biglietto all’ingresso. L’ingresso è totalmente libero.,,1063154813,86717924833,276633393,103,3013,6,1446097479489,https://www.eventbriteapi.com/v3/events/1446097479489/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1063154813%2F2193827249463%2F1%2Foriginal.20250630-080817?auto=format%2Ccompress&q=75&sharp=10&s=7a4d9e63c060e03f8e82f1b22602d23f,,,,,
180,ZERO ASSOLUTO @ Piazza Umberto I | VENOSA (PZ) - lun. 18/08/2025,Non serve stampare o mostrare alcun biglietto all’ingresso. L’ingresso è totalmente libero.,https://www.eventbrite.com/e/biglietti-zero-assoluto-piazza-umberto-i-venosa-pz-lun-18082025-1482813327579,2025-08-18T21:30:00,2025-08-18T23:30:00,2193827783173,2025-07-11T07:44:31Z,2025-07-11T07:46:10Z,2025-07-11T07:46:10Z,,,live,USD,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Non serve stampare o mostrare alcun biglietto all’ingresso. L’ingresso è totalmente libero.,,1071391213,86717924833,278161343,103,3013,6,1482813327579,https://www.eventbriteapi.com/v3/events/1482813327579/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1071391213%2F2193827249463%2F1%2Foriginal.20250711-074317?auto=format%2Ccompress&q=75&sharp=10&s=3bdd9460d07c41bad8bb5d68f3755d66,,,,,
181,MORDI E FUGA - La Dinner Show ITALIANA | Cena e Dopocena,"MORDI E FUGA: dinner show italiana con live & dj set. Registrazione obbligatoria, non garantisce l’ingresso. Selezione riservata.",https://www.eventbrite.it/e/biglietti-mordi-e-fuga-la-dinner-show-italiana-cena-e-dopocena-1492030576619,2025-07-17T21:30:00,2025-07-18T01:00:00,2826926562431,2025-07-15T13:31:42Z,2025-07-15T13:35:29Z,2025-07-15T13:35:29Z,,,live,EUR,True,True,False,1200.0,False,True,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"MORDI E FUGA: dinner show italiana con live & dj set. Registrazione obbligatoria, non garantisce l’ingresso. Selezione riservata.",,1073880403,113416268111,278607153,,,,1492030576619,https://www.eventbriteapi.com/v3/events/1492030576619/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1073880403%2F2826926491941%2F1%2Foriginal.20250715-133250?auto=format%2Ccompress&q=75&sharp=10&s=d84f15edf29008e2fcbace2a90000fd4,,,,,
182,FUEGO di FUGA - Il Venerdi,La cena spettacolo con dopocena dedicata al fuoco.,https://www.eventbrite.it/e/biglietti-fuego-di-fuga-il-venerdi-1491549206829,2025-07-18T22:00:00,2025-07-19T01:30:00,2826926562431,2025-07-15T12:01:33Z,2025-07-15T15:56:24Z,2025-07-15T12:07:17Z,,,live,EUR,True,True,False,1200.0,False,True,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,La cena spettacolo con dopocena dedicata al fuoco.,,1068964713,113416268111,278595873,,,,1491549206829,https://www.eventbriteapi.com/v3/events/1491549206829/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1068964713%2F2826926491941%2F1%2Foriginal.20250708-143247?auto=format%2Ccompress&q=75&sharp=10&s=c97fea9270a6447693df3ec185994130,,,,,
183,SAGRA DI QUALITA' IL GRANO ARSO 2025 BIAGIO IZZO SHOW,IL POSTO PRENOTATO AVRA' DIRITTO AL VASSOIO E VINO,https://www.eventbrite.it/e/sagra-di-qualita-il-grano-arso-2025-biagio-izzo-show-tickets-1333669283729,2025-09-13T21:00:00,2025-09-13T23:59:00,2732790591231,2025-04-22T08:20:18Z,2025-04-22T13:50:21Z,2025-04-22T09:32:19Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,reserved,True,True,True,True,coyote,False,,IL POSTO PRENOTATO AVRA' DIRITTO AL VASSOIO E VINO,,1013859153,110215085601,266796913,105,,6,1333669283729,https://www.eventbriteapi.com/v3/events/1333669283729/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1013859153%2F2732790550951%2F1%2Foriginal.20250422-093006?auto=format%2Ccompress&q=75&sharp=10&s=dbd89cebb6580db729f2e5637bc9dd66,,,,,
184,Arte in Calice,"Atelier creativo per adulti, anche senza esperienza, tra colori, relax e un buon calice di vino.",https://www.eventbrite.com/e/arte-in-calice-tickets-1448478601489,2025-07-18T19:00:00,2025-07-18T23:00:00,2297960787153,2025-07-01T06:15:37Z,2025-07-16T14:41:54Z,2025-07-01T06:36:35Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,False,,"Atelier creativo per adulti, anche senza esperienza, tra colori, relax e un buon calice di vino.",,1063986433,91172298703,276798093,119,19008,100,1448478601489,https://www.eventbriteapi.com/v3/events/1448478601489/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1063986433%2F2297960323933%2F1%2Foriginal.20250701-060724?auto=format%2Ccompress&q=75&sharp=10&s=86fc4e70b2b9542029903319dd7fd66f,,,,,
185,"PREMIAZIONE VI EDIZIONE del Premio letterario ""I fiori blu""","Evento Conclusivo  Premio letterario ""I fiori blu"" 2025",https://www.eventbrite.it/e/biglietti-premiazione-vi-edizione-del-premio-letterario-i-fiori-blu-1448598530199,2025-10-09T19:30:00,2025-10-09T23:00:00,549576244671,2025-07-01T06:44:29Z,2025-07-16T17:10:57Z,2025-07-01T17:20:56Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,reserved,True,True,True,True,coyote,False,,"Evento Conclusivo  Premio letterario ""I fiori blu"" 2025",,1064405743,49995504783,276800573,105,5009,17,1448598530199,https://www.eventbriteapi.com/v3/events/1448598530199/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1064405743%2F549576238629%2F1%2Foriginal.20250701-171639?auto=format%2Ccompress&q=75&sharp=10&s=ad61caf911bb40686eb8a83f13f16f3d,,,,,
186,The Age of Care,"Una strepitosa quarta edizione del TEDxFoggia ci attende. Lasciati ispirare da  ""idee che cambiano tutto""!",https://www.eventbrite.it/e/biglietti-the-age-of-care-1383115157669,2025-10-18T15:00:00,2025-10-18T21:00:00,281027953024,2025-05-27T21:42:06Z,2025-07-15T20:57:57Z,2025-06-10T21:47:34Z,,,live,EUR,True,True,False,1800.0,False,True,it_IT,False,unlocked,False,False,reserved,True,True,True,True,coyote,False,,"Una strepitosa quarta edizione del TEDxFoggia ci attende. Lasciati ispirare da  ""idee che cambiano tutto""!",,1040116093,18138881544,38097935,113,13001,1,1383115157669,https://www.eventbriteapi.com/v3/events/1383115157669/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1040116093%2F380077841537%2F1%2Foriginal.20250527-213955?auto=format%2Ccompress&q=75&sharp=10&s=c10b9115f7d705799e041b0a12df9021,https://tedxfoggia-the-age-of-care.eventbrite.it,,,,
187,Yoga + Mindfulness Retreat in Puglia,"Unwind and find your inner peace at our Yoga + Mindfulness Retreat, where you can relax, recharge, and reconnect with yourself.",https://www.eventbrite.nl/e/biglietti-yoga-mindfulness-retreat-in-puglia-1485961062539,2025-09-01T16:00:00,2025-09-06T11:00:00,198662872293,2025-07-12T10:28:38Z,2025-07-12T10:40:47Z,2025-07-12T10:32:34Z,,,live,EUR,True,False,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,False,,"Unwind and find your inner peace at our Yoga + Mindfulness Retreat, where you can relax, recharge, and reconnect with yourself.",,1072066293,12662279820,278283213,107,7005,18,1485961062539,https://www.eventbriteapi.com/v3/events/1485961062539/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072066293%2F198662872293%2F1%2Foriginal.20250712-103059?auto=format%2Ccompress&q=75&sharp=10&s=327c4db6a5a0ea3c2ab345dec557e6eb,,,,,
188,6x4giornate,"6x4 giornate è uno spettacolo di danza contemporanea, restituzione della residenza artistica del Collettivo Seime a Montalbano Jonico.",https://www.eventbrite.com/e/6x4giornate-tickets-1486868948049,2025-08-12T21:30:00,2025-08-12T22:30:00,2832025939941,2025-07-13T10:48:10Z,2025-07-13T12:12:32Z,2025-07-13T12:12:32Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"6x4 giornate è uno spettacolo di danza contemporanea, restituzione della residenza artistica del Collettivo Seime a Montalbano Jonico.",,1071630253,113627858951,278338953,105,5004,6,1486868948049,https://www.eventbriteapi.com/v3/events/1486868948049/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1071630253%2F515678248151%2F1%2Foriginal.20250711-154228?auto=format%2Ccompress&q=75&sharp=10&s=e55dd17939884938d6212a14d253b150,,,,,
189,Escursione alle pendici del Monte Volturino,Escursione sul Monte Volturino con informazioni sulle caratteristiche geologiche del posto e degustazione di bontà gastronomiche locali.,https://www.eventbrite.com/e/escursione-alle-pendici-del-monte-volturino-tickets-1482084999129,2025-07-27T08:30:00,2025-07-27T15:00:00,2819634311511,2025-07-10T22:04:13Z,2025-07-12T23:00:07Z,2025-07-12T23:00:07Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,False,,Escursione sul Monte Volturino con informazioni sulle caratteristiche geologiche del posto e degustazione di bontà gastronomiche locali.,,1072262353,113156250641,278124043,109,9001,16,1482084999129,https://www.eventbriteapi.com/v3/events/1482084999129/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072262353%2F2819634039621%2F1%2Foriginal.20250712-212521?auto=format%2Ccompress&q=75&sharp=10&s=b2393a15d2b6d51a19373a5f49302157,,,,,
190,Are - Terre del Negroamaro Festival,"Get ready to taste the richness of Negroamaro wines and typical food in the ""areale"" of Guagnano (Lecce).",https://www.eventbrite.com/e/are-terre-del-negroamaro-festival-tickets-1476920582219,2025-07-18T21:00:00,2025-07-19T00:00:00,1643873302253,2025-07-09T10:55:14Z,2025-07-16T12:34:55Z,2025-07-10T07:52:42Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,True,False,limited,False,False,False,False,coyote,False,,"Get ready to taste the richness of Negroamaro wines and typical food in the ""areale"" of Guagnano (Lecce).",,1069814933,68290338403,277862423,110,10002,5,1476920582219,https://www.eventbriteapi.com/v3/events/1476920582219/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1069814933%2F1643868478723%2F1%2Foriginal.20250709-130049?auto=format%2Ccompress&q=75&sharp=10&s=d2018b37c30b63a31f1a2017ac4808d4,,1476914423799,,,
191,BNKR44 @ Piazzale S. Donato | RIPACANDIDA (PZ) - giov. 07/08/2025,Non serve stampare o mostrare alcun biglietto all’ingresso. L’ingresso è totalmente libero.,https://www.eventbrite.com/e/biglietti-bnkr44-piazzale-s-donato-ripacandida-pz-giov-07082025-1372153059739,2025-08-07T21:30:00,2025-08-07T23:00:00,2193827783173,2025-05-20T07:44:33Z,2025-05-20T07:46:58Z,2025-05-20T07:46:58Z,,,live,USD,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Non serve stampare o mostrare alcun biglietto all’ingresso. L’ingresso è totalmente libero.,,1034683143,86717924833,271018823,103,3013,6,1372153059739,https://www.eventbriteapi.com/v3/events/1372153059739/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1034683143%2F2193827249463%2F1%2Foriginal.20250520-074059?auto=format%2Ccompress&q=75&sharp=10&s=f592e6f00668da8c66f133c3b7bc88b0,,,,,
192,8^ Re Manfredi Run,Gara nazionale di 10 km omologata fidal su percorso interamnete pianeggiante. Presente anche corsa non competitiva di 10 km e la family run,https://www.eventbrite.it/e/8-re-manfredi-run-tickets-1274497007859,2025-09-28T09:00:00,2025-09-28T12:00:00,803081673253,2025-03-07T21:53:25Z,2025-03-07T22:43:05Z,2025-03-07T22:43:05Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Gara nazionale di 10 km omologata fidal su percorso interamnete pianeggiante. Presente anche corsa non competitiva di 10 km e la family run,,978344273,41362654903,83255779,108,8001,15,1274497007859,https://www.eventbriteapi.com/v3/events/1274497007859/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F978344273%2F61285757173%2F1%2Foriginal.20250307-214946?auto=format%2Ccompress&q=75&sharp=10&s=6b758d0d13f25b2f14e638f8ddec356e,,,,,
193,Passeggiata concerto a Monte Sacro con Michele Gazich e Giovanna Famulari,FestambienteSud: breve escursione verso uno dei luoghi più iconici del Gargano con concerto finale nei ruderi dell'abbazia della SS Tinità,https://www.eventbrite.it/e/passeggiata-concerto-a-monte-sacro-con-michele-gazich-e-giovanna-famulari-tickets-1468461430669,2025-07-28T16:00:00,2025-07-28T20:00:00,2269803173993,2025-07-07T06:55:44Z,2025-07-07T08:08:34Z,2025-07-07T06:59:35Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,FestambienteSud: breve escursione verso uno dei luoghi più iconici del Gargano con concerto finale nei ruderi dell'abbazia della SS Tinità,,1067798193,89960233223,277495343,105,5006,6,1468461430669,https://www.eventbriteapi.com/v3/events/1468461430669/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067798193%2F1659483765903%2F1%2Foriginal.20250707-064930?auto=format%2Ccompress&q=75&sharp=10&s=bed6ea285628630e6d69e2cd7905fb0c,,,,,
194,Para la Vita - Memorial Gianfranco Maggio,"Partita benefica in ricordo di Gianfranco Maggio, in campo stelle della musica e del calcio pugliese",https://www.eventbrite.com/e/biglietti-para-la-vita-memorial-gianfranco-maggio-1468958738129,2025-07-29T20:00:00,2025-07-29T22:30:00,2827575745121,2025-07-07T09:55:50Z,2025-07-16T18:20:57Z,2025-07-11T08:43:37Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,False,,"Partita benefica in ricordo di Gianfranco Maggio, in campo stelle della musica e del calcio pugliese",,1070771263,113439892331,277509113,111,11999,6,1468958738129,https://www.eventbriteapi.com/v3/events/1468958738129/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1070771263%2F2827575694771%2F1%2Foriginal.20250710-143356?auto=format%2Ccompress&q=75&sharp=10&s=616d40cf8e6d7f2bce0f2405dc096621,,,,,
195,"Open Day  ORO 24K  ""Il Bene di Rifugio che protegge i risparmi""",Vieni a scoprire come l'oro 24 carati può essere un rifugio sicuro per i tuoi risparmi durante la nostra giornata di Open Day!,https://www.eventbrite.it/e/biglietti-open-day-oro-24k-il-bene-di-rifugio-che-protegge-i-risparmi-1495596552549,2025-07-17T19:00:00,2025-07-17T20:30:00,346451791409,2025-07-16T12:28:29Z,2025-07-16T12:32:05Z,2025-07-16T12:32:05Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,True,,Vieni a scoprire come l'oro 24 carati può essere un rifugio sicuro per i tuoi risparmi durante la nostra giornata di Open Day!,,1074714313,27387228957,278763883,111,11002,3,1495596552549,https://www.eventbriteapi.com/v3/events/1495596552549/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1074714313%2F346451791409%2F1%2Foriginal.20250716-123053?auto=format%2Ccompress&q=75&sharp=10&s=dd96b3e046540261bf69b58d77244768,,,,,
